id,name,slug,description,base_price,stock,category_id,subcategory_id,featured,active,created_at,updated_at,units_per_box,boxes_per_bundle,price_box,price_bundle,has_colors,sale_types
164,(B106-1) COMBO LED MIXTO DE 50 ARTICULOS,b106-1-combo-led-mixto-de-50-articulos,"INCLUYE 50 ARTICULOS DE COTILLON LED EN COLORES SURTIDOS

- 5 UNI de Coronitas de plumas led

- 5 UNI de Coronitas de flores led

- 10 UNI de Pulseras led

- 5 UNI de Varita led

- 5 UNI de Corbatas led

- 10 UNI de Silbatos led

- 5 UNI de Moños led

- 5 UNI de anteojos led",58300.00,1000,40,null,true,true,2026-03-21 15:22:46.520087+00,2026-03-21 15:43:32.696672+00,1,2,58300.00,58300.00,true,"[""unidad""]"
165,(B106-2) COMBO LED MIXTO DE 80 ARTICULOS,b106-2-combo-led-mixto-de-80-articulos,"INCLUYE 80 ARTICULOS DE COTILLON LED EN COLORES SURTIDOS

- 10 UNI de Coronitas de plumas led

- 10 UNI de Coronitas de flores led

- 10 UNI de Pulseras led

- 10 UNI de Varita led

- 10 UNI de Corbatas led

- 10 UNI de Silbatos led

- 10 UNI de Moños led

- 10 UNI de anteojos led",98700.00,1000,40,null,true,true,2026-03-21 15:27:18.885714+00,2026-03-21 15:44:08.927309+00,1,1,98700.00,98700.00,true,"[""unidad""]"
166,(B106-3) COMBO LED MIXTO DE 150 ARTICULOS,b106-3-combo-led-mixto-de-150-articulos,"INCLUYE 150 ARTICULOS DE COTILLON LED EN COLORES SURTIDOS

- 25 UNI de Coronitas de plumas led

- 25 UNI de Coronitas de flores led

- 20 UNI de Pulseras led

- 20 UNI de Varitas led

- 15 UNI de Corbatas led

- 10 UNI de Silbatos led

- 15 UNI de Moños led

- 20 UNI de anteojos led",177900.00,1000,40,null,true,true,2026-03-21 15:42:41.777956+00,2026-03-21 15:53:19.146486+00,1,1,177900.00,177900.00,true,"[""unidad""]"
167,(B106-4) COMBO LED MIXTO DE 200 ARTICULOS,b106-4-combo-led-mixto-de-200-articulos,"INCLUYE 200 ARTICULOS DE COTILLON LED EN COLORES SURTIDOS

- 25 UNI de Coronitas de plumas led

- 25 UNI de Coronitas de flores led

- 25 UNI de Pulseras led

- 25 UNI de Varitas led

- 25 UNI de Corbatas led

- 25 UNI de Silbatos led

- 25 UNI de Moños led

- 25 UNI de anteojos led",246700.00,1000,43,null,true,true,2026-03-21 15:56:37.500466+00,2026-03-21 15:56:37.500466+00,1,1,246700.00,246700.00,true,"[""unidad""]"
168,"(B106-5) COMBO LED C/ SOMBRERO C/ CORONA DE 101 ARTICULOS ",b106-5-combo-led-c-sombrero-c-corona-de-101-articulos,"INCLUYE 101 ARTICULOS DE COTILLON LED EN COLORES SURTIDOS

- 1 UNI - Sombrero led con lentejuelas y corona (los colores pueden ser en rosa, blanco y negro)

- 50 UNI - Varitas led

- 50 UNI -  Globos led blancos (desinflados)",130700.00,1000,40,null,true,true,2026-03-21 16:03:45.387176+00,2026-03-21 16:27:21.287359+00,1,1,130700.00,130700.00,true,"[""unidad""]"
169,(B106-6) COMBO LED C/ SOMBRERO C/ CORONA DE 201 ARTICULOS,b106-6-combo-led-c-sombrero-c-corona-de-201-articulos,"INCLUYE 201 ARTICULOS DE COTILLON LED EN COLORES SURTIDOS

- 1 UNI - Sombrero led con lentejuelas y corona (los colores pueden ser en rosa, blanco y negro)

- 100 UNI - Varitas led

- 100 UNI - Globos led blancos (desinflados)",254100.00,1000,40,null,true,true,2026-03-21 16:08:02.620311+00,2026-03-21 16:26:38.546108+00,1,1,254100.00,254100.00,true,"[""unidad""]"
170,(B106-7) COMBO LED C/ SOMBRERO DE 101 ARTICULOS,b106-7-combo-led-c-sombrero-de-101-articulos,"INCLUYE 101 ARTICULOS DE COTILLON LED EN COLORES SURTIDOS

- 1 UNI - Sombrero led con lentejuelas (los colores pueden ser en azul, blanco, violeta, amarillo y negro)

- 50 UNI - Varitas led

- 50 UNI - Globos led blancos (desinflados)",133700.00,1000,40,null,true,true,2026-03-21 16:21:13.919451+00,2026-03-21 16:25:53.326402+00,1,1,133700.00,133700.00,true,"[""unidad""]"
171,(B106-8) COMBO LED C/ SOMBRERO DE 201 ARTICULOS,b106-8-combo-led-c-sombrero-de-201-articulos,"INCLUYE 201 ARTICULOS DE COTILLON LED EN COLORES SURTIDOS

- 1 UNI - Sombrero led con lentejuelas (los colores pueden ser en azul, blanco, amarillo, violeta y negro)

- 100 UNI - Varitas led

- 100 UNI - Globos led blancos (desinflados)",257000.00,1000,43,null,true,true,2026-03-21 16:25:29.337134+00,2026-03-21 16:25:29.337134+00,1,1,257000.00,256999.99,true,"[""unidad""]"
172,(B106-9) COMBO LED MIXTO C/ SOMBRERO DE 201 ARTICULOS,b106-9-combo-led-mixto-c-sombrero-de-201-articulos,"INCLUYE 201 ARTICULOS DE COTILLON LED EN COLORES SURTIDOS

-1 UNI - sombrero led con lentejuelas y corona(los colores pueden ser en rosa, blanco y negro)

- 30 UNI - Coronitas de flores led

- 40 UNI - Pulseras led

- 30 UNI - Corbatas led

- 40 UNI - Silbatos led

- 30 UNI - Moños led

- 30 UNI - Globos led blancos (desinflados)",267000.00,1000,43,null,true,true,2026-03-21 16:35:52.000324+00,2026-03-21 16:35:52.000324+00,1,1,267000.00,267000.00,true,"[""unidad""]"
173,"LUZ LED NEON CON FUENTE X 10 UNI ",luz-led-neon-con-fuente-x-10-uni," Tiras de luz neon flexibles
- 5 metros de largo, 
- Blanco, rojo, azul, verde, violeta y rosa
- incluye fuente 3A x 12 V",127000.00,1000,39,null,true,true,2026-03-23 22:06:30.206693+00,2026-03-23 22:06:30.206693+00,1,4,127000.00,127000.00,true,"[""unidad""]"
174,(B106-10)COMBO LED C/ SOMBRERO Y CAPA DE 102 ARTICULOS,b106-10-combo-led-c-sombrero-y-capa-de-102-articulos,"INCLUYE 102 ARTICULOS
- 50 UNI - GLOBO LED BLANCO
- 50 UNI - VARITA LED
- 1 UNI - SOMBRERO LED CON CORONA (PUEDE SER COLOR NEGRO, BLANCO O ROSA)
- 1 UNI - CAPA LED MULTICOLOR",198200.00,1000,43,null,true,true,2026-03-28 13:55:15.532878+00,2026-03-28 13:55:15.532878+00,1,1,198200.00,198200.00,true,"[""unidad""]"
175,(B106-11)COMBO LED CON SOMBRERO Y CAPA DE 202 ARTICULOS,b106-11-combo-led-con-sombrero-y-capa-de-202-articulos,"INCLUYE 202 ARTICULOS

- 100 UNI - GLOBO LED BLANCO

- 100 UNI - VARITA LED

- 1 UNI - SOMBRERO LED CON CORONA (PUEDE SER COLOR NEGRO, BLANCO O ROSA)

- 1 UNI - CAPA LED BLANCA",321600.00,1000,40,null,true,true,2026-03-28 13:59:48.65527+00,2026-03-28 14:00:11.103936+00,1,1,321600.00,321600.00,true,"[""unidad""]"
176,(B106-12) COMBO LED CON SOMBRERO Y CORBATA DE 102 ARTICULOS,b106-12-combo-led-con-sombrero-y-corbata-de-102-articulos,"INCLUYE 102 ARTICULOS

- 50 UNI - GLOBO LED BLANCO

- 50 UNI - ANTEOJOS LED

- 1 UNI - SOMBRERO LED CON LENTEJUELAS (PUEDE SER COLOR AZUL, BLANCO, NEGRO, AMARILLO O VIOLETA)

- 1 UNI - CORBATA LED",131800.00,1000,43,null,true,true,2026-03-28 14:11:53.235461+00,2026-03-28 14:11:53.235461+00,1,1,131800.00,131800.00,true,"[""unidad""]"
177,(B106-13) COMBO LED CON SOMBRERO Y CORBATA DE 202 ARTICULOS,b106-13-combo-led-con-sombrero-y-corbata-de-202-articulos,"INCLUYE 202 ARTICULOS

- 100 UNI - GLOBO LED BLANCO

- 100 UNI - ANTEOJOS LED

- 1 UNI - SOMBRERO LED CON LENTEJUELAS (PUEDE SER COLOR AZUL, BLANCO, NEGRO, AMARILLO O VIOLETA)

- 1 UNI - CORBATA LED",251500.00,1000,43,null,true,true,2026-03-28 14:15:31.350636+00,2026-03-28 14:15:31.350636+00,1,1,251500.00,251500.00,true,"[""unidad""]"
178,"(C200) GALERA ARGENTINA (H.14 CM ) ",c200-galera-argentina-h-14-cm,"- GALERA DE TELA 
- HALTURA 14 CM",2400.00,1000,41,null,false,true,2026-03-28 15:26:17.384558+00,2026-03-28 15:32:40.419207+00,5,10,10200.00,10200.00,true,"[""unidad"",""paquete""]"
182,"(C201) GORRO ARLEQUIN 3 PUNTAS  ",c201-gorro-arlequin-3-puntas,"- GORRO DE TELA 

",3400.00,1000,41,null,false,true,2026-03-28 15:45:54.496386+00,2026-03-28 15:45:54.496386+00,5,10,14500.00,14500.00,true,"[""unidad"",""paquete""]"
183,(C202) GALERON ARGENTINA SUBLIMADO (H. 25 CM,c202-galeron-argentina-sublimado-h-25-cm,"- GALERON DE TELA ESTAMPADA

- HALTURA 25 CM",5400.00,1000,41,null,false,true,2026-03-28 15:49:49.777085+00,2026-03-28 15:50:26.671152+00,5,10,23000.00,23000.00,true,"[""unidad"",""paquete""]"
185,(B110) ROMPECOCOS X 10 UNI,b110-rompecocos-x-10-uni,"CARACTERISTICA

- Cada pack trae 10 unidades del mismo color

- Utiliza 3 pilas AG13 (INCLUIDO)

- COLORES: MULTICOLOR y BLANCO",11900.00,1000,40,null,false,true,2026-03-28 17:41:23.891394+00,2026-03-28 17:42:15.202665+00,12,40,null,null,true,"[""unidad""]"
187,(A7-1) GUIRNALDA DE SOGA BOMBILLA LED - 7 EFECTOS,a7-1-guirnalda-de-soga-bombilla-led-7-efectos,"- Largo: 7 metros
- Enchufe en forma de ocho 5w
- bombilla: 6*9 cm
- 16 LEDS",25300.00,1000,39,null,false,true,2026-03-31 20:16:17.240688+00,2026-03-31 21:01:43.318082+00,5,5,115299.99,115300.00,true,"[""unidad""]"
188,(A5) CORTINA LED 3X2 M- C/ 8 EFECTOS,a5-cortina-led-3x2-m-c-8-efectos,"- Medidas: 3*2 metros
- 16 tiras de 15 unidades
- Conexión eléctrica a enchufe de 220v
- Transformador de 8 funciones",14500.00,1000,39,null,false,true,2026-04-01 19:30:31.262254+00,2026-04-01 19:30:31.262254+00,10,10,133400.00,133400.00,true,"[""unidad""]"
189,"(a5-1) CORTINA LED 2X1,5 M C/ 8 EFECTOS ",a5-1-cortina-led-2x1-5-m-c-8-efectos,"- Medidas: 2*1.5 m
- Conexión eléctrica a enchufe de 3w
- Transformador de 8 funciones",7500.00,1000,39,null,false,true,2026-04-01 20:10:57.379232+00,2026-04-01 20:10:57.379232+00,10,10,69000.00,69000.00,true,"[""unidad""]"
190,"(A5-2) CORTINA LED LUNAS Y ESTRELLAS 3X0,8 M C/ 8 EFECTOS ",a5-2-cortina-led-lunas-y-estrellas-3x0-8-m-c-8-efectos,"- Medidas: 3 m * 80 cm
- Conexión eléctrica a enchufe de 3w
- Transformador de 8 funciones
- Incluye 5 lunas grandes y 10 estrellas chicas",12700.00,1000,39,null,false,true,2026-04-01 20:26:51.071547+00,2026-04-01 20:26:51.071547+00,10,10,116900.00,116900.00,true,"[""unidad""]"
